source,id,name,address,latitude,longitude,type
baidu,5981c5cc2428cd2da2a9345a,石家庄社区卫生服务,石家庄市桥西区民生路休门欣园西南侧约30米,38.047284,114.509964,hospital
baidu,38e48037e419b250373a71d3,动力医院,河北省石家庄市长安区胜利北街148号,38.064002,114.506157,hospital
baidu,54b6b194d4f66740e9f8532f,河北省中医药科学院附属医院,石家庄市裕华区建华南大街209号,38.033703,114.553805,hospital
baidu,3c96125c9cb4c60421f01791,石家庄远大中医皮肤病医院,河北省石家庄市桥西区裕华东路7号,38.042585,114.499917,hospital
baidu,93df0dc3c257bf2b882fb56b,河北水利医院,河北省石家庄市裕华区槐中路和建设南大街交叉口东行50米,38.034698,114.520441,hospital
baidu,28bf4575a7f61c524d554723,视邦眼科医院,河北石家庄市桥西区大经南街63号,38.044834,114.503507,hospital
baidu,9e0641886c5e26e640afe687,河北省儿童医院,石家庄市裕华区建华南大街133号,38.040675,114.554158,hospital
baidu,a7e9234f358e2c7ea9f0cdf3,石家庄社区卫生服务,河北省石家庄市桥西区大经街民生路33号,38.047454,114.50402,hospital
baidu,a5097bfa15864a63f03cba6b,河北医科大学口腔医院,河北省石家庄市长安区中山东路383号,38.049219,114.542629,hospital
baidu,2f1a78a238f1e88228201a73,石家庄鸿慈中西医结合医院,河北省石家庄市长安区丰华路与外贸街交叉路口往西约100米路北,38.071583,114.522755,hospital
baidu,e645c005b70cea122ad7ab4a,河北梅奥心血管病医院,河北省石家庄市桥西区工农路190号,38.037271,114.479794,hospital
baidu,b35e3ea52b27dff714b54bd5,中国医学科学院北京天坛医院石家庄市第一医院神经外科协作中心,石家庄市长安区范西路府阳公寓南侧约40米,38.044981,114.521649,hospital
baidu,ce98ac3d45b55a470bf5ebee,石家庄市中医院,石家庄市桥西区中山西路233号,38.050303,114.479079,hospital
baidu,565dc3e56622541394ca078f,河北医科大学第四医院-南区,石家庄市长安区健康路12号,38.055695,114.515774,hospital
baidu,ac3caca299dabc32d92f2839,石家庄慧福医院,河北省石家庄市桥西区胜利南大街与普惠路交叉口南行150米,38.025759,114.495428,hospital
baidu,a06f24fdf43ba491b11e369e,京冀康复医院,河北省石家庄市裕华区体育南大街135号,38.039085,114.540307,hospital
baidu,9ff78a2e5c120e4028201a3a,石家庄六一儿童医院,河北省石家庄市裕华区体育南大街149号,38.038098,114.540162,hospital
baidu,9245489f7492053617c8f6c2,华药医院,石家庄市长安区育才街21号,38.055683,114.53509,hospital
baidu,745c486a69eeb64df4b91615,石家庄市桥西区东华社区卫生服务中心,河北省石家庄市桥西区石桥街12号,38.048751,114.504198,hospital
baidu,0523a141b6950860b33c81bf,中山东路街道办事处社区卫生服务中心,河北省石家庄市长安区栗康街10号,38.053705,114.514408,hospital
baidu,9f9e2cb248ba939a9d95dee7,石家庄普济医院,河北省石家庄市裕华区建通街道汇通路39-2号,38.022092,114.514609,hospital
baidu,0cd86244e932241ce60738c5,石家庄社区卫生服务,石家庄市长安区栗中路中基·礼域尚城-北区,38.057364,114.510236,hospital
baidu,cae5768a243ff41beedfcacb,河北省儿童医院(北院),河北省石家庄市长安区建华南大街58号,38.045187,114.551923,hospital
baidu,4c8a9e8bde3c523b354aaee0,石家庄市心脑血管病医院,河北省石家庄市长安区育才街21号,38.055664,114.534814,hospital
baidu,496e25bcc25bad48a8059dae,槐底社区服务中心,石家庄市裕华区育才街与槐岭路交口西行100米路北,38.03076,114.533937,hospital
baidu,0ff7169bf80d16dc744ff194,彭后棉七社区卫生服务中心,河北省石家庄市桥西区兴纺街7号,38.039957,114.501755,hospital
baidu,236c0cebd9425cfab6147fc2,石家庄社区卫生服务,河北省石家庄市桥西区建设南大街157号,38.03726,114.513685,hospital
baidu,af1ae56bc3a0f50b4307c1b5,石家庄丰益肛泰医院,河北省石家庄市桥西区平安南大街192号(建胜路与平安南大街交汇处),38.025911,114.508291,hospital
baidu,341c35dedfafafbce6073819,河北省第二荣军优抚医院,泰华街122号(新华路口北),38.056674,114.468663,hospital
baidu,6e4e9d823cb7074dd5b74e89,河北省第八人民医院-北院区,河北省石家庄市裕华区槐北路139号,38.038159,114.528887,hospital
baidu,1926e1d2e60e624d4054d743,中石化建医院东苑社区卫生服务中心,石家庄市裕华区体育南大街187号,38.035598,114.542014,hospital
baidu,5f404d67e5e6d58562685825,石家庄社区卫生服务,河北省石家庄市裕华区建设南大街157号,38.030548,114.51908,hospital
baidu,a36054b5da74eac8fca7788c,石家庄社区卫生服务,河北省石家庄市长安区谈南路5-5-101号碧景园15号,38.053085,114.537105,hospital
baidu,b533ea4a89f0f0584e6d4682,石家庄德圣堂中医医院,河北省石家庄市桥西区建设南大街68号3号楼主楼1-4层,38.029748,114.518323,hospital
baidu,8793af025b9b1e0833621248,建北社区卫生服务中心,河北省石家庄市长安区和平东路254号,38.058099,114.520077,hospital
baidu,ba9d87edd07cc6562811d171,石家庄市长安区建安社区卫生服务中心,河北省石家庄市长安区光华路棉五小区2楼,38.064818,114.516829,hospital
baidu,750ec1650a7f462b4c3a596a,石家庄供水医院,河北省石家庄市桥西区东风街道建设南大街136号,38.031965,114.518429,hospital
baidu,7837716d3d96199371455ba1,裕西社区卫生中心,石家庄市桥西区工农路与礼让街交叉口华域城6号楼底商,38.037679,114.487817,hospital
baidu,38cf2fc46079275dca29158b,石家庄社区卫生服务,石家庄市桥西区德育巷君合商务中心东侧约30米,38.037932,114.506059,hospital
baidu,fbebe5d40499001672210bc1,石家庄社区卫生服务,石家庄市长安区光华路6号石家庄荣盛城市广场底商F1,38.064699,114.508872,hospital
